Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2007","2007","1000 ha","1254470.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2008","2008","1000 ha","1257783.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2009","2009","1000 ha","1257770.32","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2010","2010","1000 ha","1266423.28","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","1254381.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2012","2012","1000 ha","1240891.97","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2013","2013","1000 ha","1245055.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2014","2014","1000 ha","1255007.97","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2015","2015","1000 ha","1263262.72","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","1275746.73","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2017","2017","1000 ha","1273181.62","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2018","2018","1000 ha","1267221.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2019","2019","1000 ha","1270419.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2020","2020","1000 ha","1266814","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2021","2021","1000 ha","1260124.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","2879023.6","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2002","2002","1000 ha","2949389.98","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2003","2003","1000 ha","2993892.36","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2004","2004","1000 ha","3016885.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2005","2005","1000 ha","3018879.93","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","3043624.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2007","2007","1000 ha","3038888.56","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2008","2008","1000 ha","3048782.23","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2009","2009","1000 ha","3038372.24","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2010","2010","1000 ha","3044014.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","3057943.03","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2012","2012","1000 ha","3067028.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2013","2013","1000 ha","3057585.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2014","2014","1000 ha","3033117.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2015","2015","1000 ha","3028655.66","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2016","2016","1000 ha","3035441.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2017","2017","1000 ha","3035312.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2018","2018","1000 ha","3034990.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2019","2019","1000 ha","3041122.45","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2020","2020","1000 ha","3047478.39","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2021","2021","1000 ha","3062601.95","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","5009675.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2002","2002","1000 ha","5053683.63","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2003","2003","1000 ha","5002237.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2004","2004","1000 ha","4998437.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2005","2005","1000 ha","5006773","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","5014132.08","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2007","2007","1000 ha","5022907.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2008","2008","1000 ha","5011272.47","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2009","2009","1000 ha","5018476.91","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2010","2010","1000 ha","5030151.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","5049564.13","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2012","2012","1000 ha","5056586.77","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2013","2013","1000 ha","5060951.01","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2014","2014","1000 ha","5070697.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2015","2015","1000 ha","5064049.38","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2016","2016","1000 ha","5048290.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2017","2017","1000 ha","5048724.28","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2018","2018","1000 ha","5038962.76","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2019","2019","1000 ha","5037324.46","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2020","2020","1000 ha","5044640.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2021","2021","1000 ha","5029306.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","45964.82","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2002","2002","1000 ha","31083.13","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2003","2003","1000 ha","27947.88","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2004","2004","1000 ha","26743.31","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2005","2005","1000 ha","26306.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","26516.24","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2007","2007","1000 ha","26656.04","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2008","2008","1000 ha","27468.15","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2009","2009","1000 ha","27658.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2010","2010","1000 ha","28033.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","27905.3","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2012","2012","1000 ha","27358.39","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2013","2013","1000 ha","26931.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2014","2014","1000 ha","26512.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2015","2015","1000 ha","25802.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","25190.25","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2017","2017","1000 ha","25246.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","25433.06","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2019","2019","1000 ha","25069.53","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2020","2020","1000 ha","25047.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2021","2021","1000 ha","25375.33","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","1380519.55","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2002","2002","1000 ha","1398067.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2003","2003","1000 ha","1400728.06","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2004","2004","1000 ha","1394133.58","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2005","2005","1000 ha","1406579.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","1391859.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2007","2007","1000 ha","1391702.07","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2008","2008","1000 ha","1384625.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2009","2009","1000 ha","1386307.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2010","2010","1000 ha","1376527.43","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","1368349.75","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2012","2012","1000 ha","1376693.01","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2013","2013","1000 ha","1376438.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2014","2014","1000 ha","1372168.76","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2015","2015","1000 ha","1371847.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","1377102.67","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2017","2017","1000 ha","1373703.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2018","2018","1000 ha","1384189.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2019","2019","1000 ha","1388109.36","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2020","2020","1000 ha","1386189.84","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2021","2021","1000 ha","1383727.18","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2001","2001","1000 ha","231618.5","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2002","2002","1000 ha","153478.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2003","2003","1000 ha","138708.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2004","2004","1000 ha","135505.56","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2005","2005","1000 ha","128217.14","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2006","2006","1000 ha","123595.68","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2007","2007","1000 ha","124242.39","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2008","2008","1000 ha","125942.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2009","2009","1000 ha","125335.2","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2010","2010","1000 ha","122224.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2011","2011","1000 ha","118515.46","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2012","2012","1000 ha","115549.72","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2013","2013","1000 ha","114226.07","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2014","2014","1000 ha","116816.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2015","2015","1000 ha","120233.08","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2016","2016","1000 ha","121506.62","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2017","2017","1000 ha","121423.68","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2018","2018","1000 ha","120752.47","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2019","2019","1000 ha","118265.61","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2020","2020","1000 ha","117590.4","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2021","2021","1000 ha","114981.8","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","2094808.04","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2002","2002","1000 ha","2072293.05","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2003","2003","1000 ha","2051878.59","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2004","2004","1000 ha","2042883.55","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2005","2005","1000 ha","2035014.59","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","2031734.74","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2007","2007","1000 ha","2025307.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2008","2008","1000 ha","2027426.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2009","2009","1000 ha","2028053.91","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2010","2010","1000 ha","2017262.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","2008772.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2012","2012","1000 ha","2002117.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2013","2013","1000 ha","2003973.29","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2014","2014","1000 ha","2010087.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2015","2015","1000 ha","2011528.53","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2016","2016","1000 ha","2003172.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2017","2017","1000 ha","2005738.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2018","2018","1000 ha","2009042.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2019","2019","1000 ha","2001338.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2020","2020","1000 ha","1995393.75","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2021","2021","1000 ha","2004716.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","1383499.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2002","2002","1000 ha","1378070.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2003","2003","1000 ha","1377975.72","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2004","2004","1000 ha","1384243.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2005","2005","1000 ha","1383693.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","1382224.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2007","2007","1000 ha","1381289.81","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2008","2008","1000 ha","1381998.6","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2009","2009","1000 ha","1383347.32","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2010","2010","1000 ha","1381117.06","E","Estimated value"
